Date,Time,File,Subj,Cond,Block,Trial,Order,Resp,Name,Stim,RT,Correct,Started@,LoadTime,TotalInt,Stim 1,Time 1,Stim 2,Time 2,Stim 3,Time 3,Stim 4,Time 4,Stim 5,Time 5,Stim 6,Time 6,Stim 7,Time 7,Stim 8,Time 8,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,6,58.01,-1,-1,-1,-1,-1,303411,32,507,"252",0,"+ <1>",1348,"155",0,"pencil.bmp",216,"246",0,"pencil_foil.wav",1196,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,7,59.01,252,MOUSE-L,"7_respond.bmp",701,True,306678,37,506,"252",0,"+ <1>",1452,"129",0,"lips.bmp",325,"245",0,"lips.wav",1205,"253",0,"7_respond.bmp",706,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,8,60.01,253,MOUSE-R,"7_respond.bmp",948,True,311387,37,507,"252",0,"+ <1>",1180,"126",0,"lightbulb.bmp",313,"246",0,"lightbulb_foil.wav",1205,"253",0,"7_respond.bmp",953,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,9,61.01,252,MOUSE-L,"7_respond.bmp",737,True,316059,37,507,"252",0,"+ <1>",1404,"192",0,"snake.bmp",300,"245",0,"snake.wav",1204,"253",0,"7_respond.bmp",737,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,10,62.01,-1,-1,-1,-1,-1,320726,32,507,"252",0,"+ <1>",1112,"71",0,"dresser.bmp",277,"246",0,"dresser_foil.wav",1195,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,11,63.01,-1,-1,-1,-1,-1,323817,33,507,"252",0,"+ <1>",1342,"136",0,"mouse.bmp",337,"245",0,"mouse.wav",1197,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,12,64.01,253,MOUSE-R,"7_respond.bmp",799,True,327200,38,507,"252",0,"+ <1>",1192,"61",0,"coat.bmp",319,"246",0,"coat_foil.wav",1203,"253",0,"7_respond.bmp",803,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,13,65.01,-1,-1,-1,-1,-1,331744,33,506,"252",0,"+ <1>",1477,"216",0,"toaster.bmp",252,"246",0,"toaster_foil.wav",1196,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,14,66.01,-1,-1,-1,-1,-1,335175,31,507,"252",0,"+ <1>",1119,"90",0,"fox.bmp",295,"245",0,"fox.wav",1201,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,15,67.01,252,MOUSE-L,"7_respond.bmp",752,True,338297,36,507,"252",0,"+ <1>",1306,"167",0,"purse.bmp",314,"245",0,"purse.wav",1204,"253",0,"7_respond.bmp",754,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-4,16,68.01,-1,-1,-1,-1,-1,342897,29,507,"252",0,"+ <1>",780,"86",0,"foot.bmp",228,"246",0,"foot_foil.wav",1199,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,1,70.01,-1,-1,-1,-1,-1,384490,32,507,"252",0,"+ <1>",756,"103",0,"gun.bmp",295,"245",0,"gun.wav",1195,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,2,71.01,-1,-1,-1,-1,-1,387243,33,507,"252",0,"+ <1>",1041,"191",0,"snail.bmp",338,"245",0,"snail.wav",1198,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,3,72.01,-1,-1,-1,-1,-1,390327,33,507,"252",0,"+ <1>",1501,"207",0,"swing.bmp",229,"246",0,"swing_foil.wav",1200,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,4,73.01,253,MOUSE-R,"7_respond.bmp",1011,True,393764,36,507,"252",0,"+ <1>",1179,"39",0,"button.bmp",234,"246",0,"button_foil.wav",1205,"253",0,"7_respond.bmp",1014,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,5,74.01,-1,-1,-1,-1,-1,398418,30,506,"252",0,"+ <1>",1398,"78",0,"eye.bmp",259,"245",0,"eye.wav",1195,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,6,75.01,-1,-1,-1,-1,-1,401776,31,507,"252",0,"+ <1>",1295,"215",0,"tiger.bmp",234,"246",0,"tiger_foil.wav",1200,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,7,76.01,253,MOUSE-R,"7_respond.bmp",895,True,405012,39,507,"252",0,"+ <1>",955,"240",0,"wrench.bmp",271,"246",0,"wrench_foil.wav",1203,"253",0,"7_respond.bmp",900,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,8,77.01,252,MOUSE-L,"7_respond.bmp",674,True,409364,36,507,"252",0,"+ <1>",859,"106",0,"hand.bmp",332,"245",0,"hand.wav",1203,"253",0,"7_respond.bmp",674,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,9,78.01,252,MOUSE-L,"7_respond.bmp",795,True,413455,38,506,"252",0,"+ <1>",1119,"156",0,"penguin.bmp",276,"245",0,"penguin.wav",1204,"253",0,"7_respond.bmp",798,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,10,79.01,252,MOUSE-L,"7_respond.bmp",481,True,417873,36,507,"252",0,"+ <1>",1119,"202",0,"strawberry.bmp",228,"245",0,"strawberry.wav",1203,"253",0,"7_respond.bmp",482,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,11,80.01,253,MOUSE-R,"7_respond.bmp",515,True,421928,35,506,"252",0,"+ <1>",1495,"83",0,"flower.bmp",227,"246",0,"flower_foil.wav",1204,"253",0,"7_respond.bmp",518,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,12,81.01,-1,-1,-1,-1,-1,426394,32,507,"252",0,"+ <1>",864,"97",0,"glasses.bmp",252,"246",0,"glasses_foil.wav",1195,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,13,82.01,-1,-1,-1,-1,-1,429212,32,507,"252",0,"+ <1>",1170,"203",0,"suitcase.bmp",343,"246",0,"suitcase_foil.wav",1198,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,14,83.01,253,MOUSE-R,"7_respond.bmp",683,True,432430,36,507,"252",0,"+ <1>",878,"241",0,"zebra.bmp",246,"246",0,"zebra_foil.wav",1203,"253",0,"7_respond.bmp",688,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,15,84.01,252,MOUSE-L,"7_respond.bmp",559,True,436466,37,507,"252",0,"+ <1>",979,"113",0,"jacket.bmp",271,"245",0,"jacket.wav",1205,"253",0,"7_respond.bmp",560,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-5,16,85.01,-1,-1,-1,-1,-1,440503,31,507,"252",0,"+ <1>",889,"69",0,"donkey.bmp",222,"245",0,"donkey.wav",1195,
2023-03-15,16:47,C:\Users\N400 BCI\Desktop\N400_BCI_Direct_RT_2022\N400-BCI-DRTscript-v1.csv,004,1,-6,1,87.01,253,MOUSE-R,"7_respond.bmp",729,True,460431,37,509,"252",0,"+ <1>",942,"116",0,"key.bmp",277,"246",0,"key_foil.wav",1203,"253",0,"7_respond.bmp",736,
